index,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,id,username
678,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,83087,id144904015
679,uncass18ggl5g0000ko0h21o6psj1vkg,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,6.0,0.0,0.0,30.00.00,30.05.02,Медицинская биофизика,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4243,ilia_lin
680,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,60.4,60.75,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,297439,cherventolik
681,uncass18ggl5g0000kaip1baamgumpvk,госбюджетное место,Физико-технологический,0,3,2015,4.0,65.94,65.94,12.00.00,12.03.01,Приборостроение,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,308342,id170336105
682,uncass18ggl5g0000kaquupnanuo4guc,сверхплановое место,Уральский гуманитарный институт,Психологии,2,2016,5.0,0.0,0.0,37.00.00,37.03.01,Психология,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210585,SvetlanaT
683,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,4.0,53.29,70.22,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,28035,vitaliaandrosenko
684,uncass18hc2jg0000lae523e54ppmt0s,сверхплановое место,Высшая школа экономики и менеджмента,Высшая школа экономики и менеджмента,2,2016,4.0,62.77,64.55,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,128427,Alex_Sense
685,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,4,2014,4.0,80.75,84.62,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2715,karinanur
686,uncass18ggl5g0000kaqv2oa1grqvvts,сверхплановое место,Уральский гуманитарный институт,Исторический факультет,3,2015,3.2,0.0,0.0,46.00.00,46.03.02,Документоведение и архивоведение,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,76308,olgatarasenko
687,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,209051,LeancaP
688,uncass18ggl5g0000kap2jd1kvp8mlhs,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),4,2014,4.0,78.24,79.36,09.00.00,09.03.03,Прикладная информатика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,83.0,0.0,72.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293393,Shaposhnikova_N
689,uncass18ggl5g0000kaineo7kjgemarg,госбюджетное место,Новых материалов и технологий,Машиностроения,4,2014,4.0,87.73,87.73,15.00.00,15.03.06,Мехатроника и робототехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,189434,tukitikita
690,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,80.95,91.25,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,188030,asivkova
691,uncass18ggl5g0000kaqvmsc6rd9qpb4,госбюджетное место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,2,2016,5.0,0.0,0.0,43.00.00,43.03.01,Сервис,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,318450,gsx211
692,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,275769,21208
693,uncass18ggl5g0000kaqv8l9b6fegm8o,сверхплановое место,Уральский гуманитарный институт,Международных отношений,1,2017,4.0,0.0,0.0,41.00.00,41.03.03,Востоковедение и африканистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,133493,olgapervova
694,uncass18ggl5g0000kgm3qdjbgffnbf0,госбюджетное место,Фундаментального образования,0,3,2015,5.0,70.31,70.31,20.00.00,20.05.01,Пожарная безопасность,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170163,vitaliiburkov
695,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,91995,ivakhnova_nastya
696,uncass18ggl5g0000kaou4j2kq9b54js,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,2,2016,4.0,50.82,50.82,11.00.00,11.03.01,Радиотехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,56194,Sandalik
697,uncass18ggl5g0000knnf22bnplgvof8,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,3,2015,4.0,67.05,67.05,27.00.00,27.03.03,Системный анализ и управление,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88008,wsd
698,uncass18ggl5g0000kaqvcgdcak6p69o,сверхплановое место,Уральский гуманитарный институт,Факультет журналистики,4,2014,4.0,62.81,67.18,42.00.00,42.03.03,Издательское дело,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,307481,desyatova-kseniya96
699,uncass18ggl5g0000kaquupnanuo4guc,сверхплановое место,Уральский гуманитарный институт,Психологии,3,2015,5.0,0.0,0.0,37.00.00,37.03.01,Психология,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74021,Daria_ovch
700,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,268410,id20843999
701,uncass18hc2jg0000lmd382o4kbnhmro,сверхплановое место,Государственного управления и предпринимательства,Государственного и муниципального управления,1,2017,2.6,0.0,0.0,38.00.00,38.04.04,Государственное и муниципальное управление,68,Магистр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101699,id699995
702,uncass18hc2jg0000lava73s03bprrfs,сверхплановое место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,4,2014,4.6,0.0,0.0,38.00.00,38.03.01,Экономика,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,304230,id198365410
703,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,67.89,67.89,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200745,sychev
704,uncass18ggl5g0000kaqv1i43aa11o4k,госбюджетное место,Уральский гуманитарный институт,Исторический факультет,2,2016,5.0,0.0,0.0,46.00.00,46.03.01,История,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,54761,Annaonair
705,uncass18ggl5g0000kaqv8l9b6fegm8o,сверхплановое место,Уральский гуманитарный институт,Международных отношений,3,2015,4.0,85.95,85.95,41.00.00,41.03.03,Востоковедение и африканистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,11313,kviprokvo
706,uncass18ggl5g0000kpfb3kgjtjrg3kg,сверхплановое место,Уральский гуманитарный институт,Филологический факультет,1,2017,4.0,0.0,0.0,45.00.00,45.03.03,Фундаментальная и прикладная лингвистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,141424,NadezhdaZhuravleva
707,uncass18ggl5g0000kaqu8tckgkq0ngg,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,4,2014,5.0,0.0,0.0,39.00.00,39.03.02,Социальная работа,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166106,AlekseiKoptelov
708,uncass18ggl5g0000kaet70iabmfpjlc,госбюджетное место,Физико-технологический,0,1,2017,2.0,0.0,0.0,09.00.00,09.04.02,Информационные системы и технологии,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46948,inkvizitor333
709,uncass18hc2jg0000lm7g8r2cbee3djo,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,3,2015,4.0,71.03,71.03,22.00.00,22.03.02,Металлургия,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173536,oppafurionstyle
710,uncass18hc2jg0000lae4rs6d2ls65ig,сверхплановое место,Высшая школа экономики и менеджмента,Высшая школа экономики и менеджмента,1,2017,5.0,0.0,0.0,38.00.00,38.05.01,Экономическая безопасность,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189804,mexey
711,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,1,2017,4.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,317377,id153734103
712,uncass18ggl5g0000ka9cl17gt1gn0kc,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,1,2017,2.0,0.0,0.0,22.00.00,22.04.01,Материаловедение и технологии материалов,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183383,troshina_maria
713,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,3,2015,4.0,69.56,69.14,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,164212,ShoenBrucks
714,uncass18ggl5g0000kb9qviuh2dfg9dg,госбюджетное место,Нижнетагильский технологический,Нижнетагильский технологический (институт),3,2015,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,203236,naja1
715,uncass18ggl5g0000kaqttcnm6a7dl7k,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),2,2016,4.0,64.93,64.93,06.00.00,06.03.01,Биология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251037,Mary_Tyukina
716,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,72.02,73.37,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,195443,E_Kruchinina
717,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,4,2014,4.0,83.44,90.23,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,968,suvorova96
718,uncass18ggl5g0000j3o92t7eg0iqcps,сверхплановое место,Уральский гуманитарный институт,Психологии,5,2013,5.5,78.91,79.63,37.00.00,37.05.01,Клиническая психология,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204043,Dashylia
719,uncass18ggl5g0000kaine6felfa21hg,сверхплановое место,Новых материалов и технологий,Машиностроения,4,2014,5.0,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169518,lekha_titov
720,uncass18ggl5g0000kael96p082pu9f8,госбюджетное место,Уральский энергетический,0,1,2017,2.0,0.0,0.0,13.00.00,13.04.02,Электроэнергетика и электротехника,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50239,Patifon
721,uncass18ggl5g0000j12bmbjsgs3bav8,сверхплановое место,Строительный,0,5,2013,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,317028,lebedevvladimirkz
722,uncass18hc2jg0000l8n41brpct6lkhk,госбюджетное место,Уральский гуманитарный институт,Лингвистики,2,2016,2.0,83.47,83.47,45.00.00,45.04.02,Лингвистика,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129486,AnastasiaSherwood
723,uncass18ggl5g0000kap798clgr53m54,госбюджетное место,"Физической культуры, спорта и молодежной политики",0,2,2016,5.0,0.0,0.0,39.00.00,39.03.03,Организация работы с молодежью,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,240539,natlukina
724,uncass18ggl5g0000kain90edhfdo2ig,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,62.27,64.41,15.00.00,15.03.02,Технологические машины и оборудование,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283240,id272345032
725,uncass18ggl5g0000kaqv2oa1grqvvts,сверхплановое место,Уральский гуманитарный институт,Исторический факультет,4,2014,3.2,0.0,0.0,46.00.00,46.03.02,Документоведение и архивоведение,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192784,zoxy123
726,uncass18hc2jg0000l8o31hj7b7c1lro,сверхплановое место,Высшая школа экономики и менеджмента,Экономики и финансов,4,2014,4.0,82.2,83.05,38.00.00,38.03.01,Экономика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,125920,NastyaKa
727,uncass18ggl5g0000kaqt5oa0qj38bho,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,4.0,0.0,0.0,03.00.00,03.03.02,Физика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,210274,Ira_Belyaeva
728,uncass18ggl5g0000kain9utt9lu75bg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,61.89,61.89,15.00.00,15.03.04,Автоматизация технологических процессов и производств,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,297679,muhatarov96
729,uncass18ggl5g0000kanub3f5r4r8n70,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,3,2015,4.0,67.16,69.09,02.00.00,02.03.03,Математическое обеспечение и администрирование информационных систем,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,73.0,0.0,68.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3221,id61549174
730,uncass18ggl5g0000kaqv8l9b6fegm8o,сверхплановое место,Уральский гуманитарный институт,Международных отношений,1,2017,4.0,0.0,0.0,41.00.00,41.03.03,Востоковедение и африканистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,188203,sergeevaaa
731,uncass18ggl5g0000kap2rfrt8ik29s0,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),2,2016,4.0,67.22,67.22,01.00.00,01.03.01,Математика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,72.0,0.0,74.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162920,AnnaPogorelova
732,uncass18ggl5g0000kaou5s0q8f4uj7k,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,4,2014,4.0,61.59,61.42,11.00.00,11.03.03,Конструирование и технология электронных средств,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,324850,dkochur
733,uncass18hc2jg0000lau0c0epvthe1l0,сверхплановое место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,2,2016,4.5,0.0,0.0,38.00.00,38.03.01,Экономика,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,39749,unia
734,uncass18hc2jg0000lava73s03bprrfs,сверхплановое место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,4,2014,4.6,0.0,0.0,38.00.00,38.03.01,Экономика,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,130285,levashkinaao
735,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,2,2016,4.0,55.68,65.84,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,225166,krictinacoroka
736,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,256297,LeonidOkhremchuk
737,uncass18ggl5g0000j12bmb220q9dd9g,госбюджетное место,Новых материалов и технологий,Машиностроения,5,2013,5.0,0.0,0.0,15.00.00,15.03.04,Автоматизация технологических процессов и производств,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,88866,safronovan
738,uncass18hc2jg0000laddcoug8jiqo20,сверхплановое место,Высшая школа экономики и менеджмента,Высшая школа экономики и менеджмента,2,2016,4.0,81.66,81.66,38.00.00,38.03.01,Экономика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,13979,elenakruglova
739,uncass18ggl5g0000kaio552smv9cm3o,госбюджетное место,Уральский энергетический,0,3,2015,4.0,73.81,74.78,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,190000,caprize
740,uncass18ggl5g0000kaio552smv9cm3o,госбюджетное место,Уральский энергетический,0,3,2015,4.0,78.28,0.0,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,190216,keriby
