index,brs_id,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,Final Avg,Final Exam Avg,HW Avg,TC Avg,id,ig Avg,metrology Avg,ng Avg,sootv Avg,stand Avg,termodin Avg,username,БП Avg,ДЗ Avg,ДР Avg,Дз1 Avg,Дз2 Avg,З Avg,ИЗ Avg,ИТ Avg,КЗ Avg,ПЗ Avg,Практ Avg,РТ Avg,Т Avg,ТЗ Avg,Тест Avg,УЗ Avg
5306,studen18hc2jg0000ld8cbg5lcie40ec,uncass18ggl5g0000kaqt5oa0qj38bho,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),2,2016,4.0,62.79,65.65,03.00.00,03.03.02,Физика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13432,0.0,0.0,0.0,0.0,0.0,0.0,id64303396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3779,studen18ggl5g0000ku9i8dhsjln62q4,uncass18ggl5g0000kaqtfuc4doiq1ds,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),3,2015,4.0,72.84,75.9,21.00.00,21.03.03,Геодезия и дистанционное зондирование,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,81.0,0.0,74.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155329,0.0,0.0,0.0,0.0,0.0,0.0,AnnaKhromova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,studen18hc2jg0000le8qm8iog5btb84,uncass18hc2jg0000l8141rj9rsd2sig,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,2,2016,3.0,0.0,0.0,41.00.00,41.06.01,Политические науки и регионоведение,70,Аспирант,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58271,0.0,0.0,0.0,0.0,0.0,0.0,id89557784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226367815,0.0,0.0,0.0,0.0,0.0
2356,studen18hc2jg0000lcu0kg80ccq6ha8,uncass18ggl5g0000l2012env9q44ms8,госбюджетное место,Фундаментального образования,0,2,2016,4.0,66.73,66.73,09.00.00,09.03.04,Программная инженерия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,53.0,0.0,76.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303564,0.0,0.0,0.0,0.0,0.0,0.0,Jullien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.0
1977,studen18hc2jg0000lscgoh0adobcqqs,uncass18ggl5g0000kchvaokekksgk90,госбюджетное место,Высшая школа экономики и менеджмента,Бизнес-информатики и математического моделирования,1,2017,2.0,0.0,0.0,09.00.00,09.04.03,Прикладная информатика,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164428,0.0,0.0,0.0,0.0,0.0,0.0,tatiana23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073717949,0.0
574,studen18ggl5g0000kvmc7nbkkjfdhmc,uncass18ggl5g0000klpsikee9c0cs5s,сверхплановое место,Филиал г.Краснотурьинск,0,3,2015,3.6,0.0,0.0,13.00.00,13.03.03,Энергетическое машиностроение,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53396,0.0,0.0,0.0,0.0,0.0,0.0,Anton_Perminov,1.0,0.8539682540000001,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0
1400,studen18ggl5g0000jir516bmhrpgcu4,uncass18ggl5g0000kaq5gl8de15bj54,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,51.59,72.2,09.00.00,09.03.02,Информационные системы и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,210541,0.0,0.8853634090000001,0.0,0.84485418,0.7792717090000001,0.0,mokshin_alex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,studen18ggl5g0000l1ur6tqrf3b39dk,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34129,0.0,0.0,0.0,0.0,0.0,0.0,alenaaab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,studen18hc2jg0000ld5shlg2ncsa7tg,uncass18ggl5g0000kaiocd2lgrjekqk,госбюджетное место,Уральский энергетический,0,2,2016,5.5,75.43,75.43,14.00.00,14.05.02,"Атомные станции: проектирование, эксплуатация и инжиниринг",65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289517,0.0,0.0,0.0,0.0,0.0,0.0,IlRoz,1.0,0.819349962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977142857,0.0,0.0,0.0
3145,studen18hc2jg0000ldlhvhafpd2tjkg,uncass18hc2jg0000l7bekhcoaahiuro,госбюджетное место,Уральский гуманитарный институт,Исторический факультет,2,2016,2.0,89.8,89.8,46.00.00,46.04.03,Антропология и этнология,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175940,0.0,0.0,0.0,0.0,0.0,0.0,adranitsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5449,studen18ggl5g0000kg4aavn413gc14g,uncass18ggl5g0000kaq5h6g8q6f3ca4,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,87.37,87.91,29.00.00,29.03.04,Технология художественной обработки материалов,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,165838,0.0,0.944561404,0.0,0.952081162,0.826666667,0.0,shatunenok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,studen18ggl5g0000kg89i4l637h8omo,uncass18ggl5g0000kaqt5oa0qj38bho,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),4,2014,4.0,71.24,76.01,03.00.00,03.03.02,Физика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178124,0.0,0.0,0.0,0.0,0.0,0.0,id989123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803,studen18ggl5g0000kfsb6b94sgovuag,uncass18ggl5g0000kap2nvp22c2hv9o,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),4,2014,5.5,60.86,63.75,10.00.00,10.05.01,Компьютерная безопасность,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159163,0.0,0.0,0.0,0.0,0.0,0.0,iriskase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,studen18hc2jg0000lsmvuov9h3e3fhg,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54150,0.0,0.0,0.0,0.0,0.0,0.0,SergeiNazarov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,studen18ggl5g0000ku9n2g34g9tljlo,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,87.86,88.29,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188111,0.0,0.0,0.0,0.0,0.0,0.0,kshlykov11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.833333333,0.926299636,0.0,0.0,0.0,0.0,0.0
1409,studen18hc2jg0000lsbf4dgepb76qao,uncass18ggl5g0000kagahsil5qn32mo,госбюджетное место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,1,2017,2.0,0.0,0.0,51.00.00,51.04.03,Социально-культурная деятельность,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200596,0.0,0.0,0.0,0.0,0.0,0.0,liaguha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,studen18ggl5g0000ku9n1p5u5pag9lo,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,74.25,76.97,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187576,0.0,0.0,0.0,0.0,0.0,0.0,CapBatman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666667,0.0,0.0,0.0,0.0,0.038461538,0.0
2340,studen18ggl5g0000l12hibqnijgm8k4,uncass18ggl5g0000kaio4dnpb6qks30,сверхплановое место,Уральский энергетический,0,3,2015,4.1,0.0,0.0,13.00.00,13.03.01,Теплоэнергетика и теплотехника,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49864,0.0,0.0,0.0,0.0,0.0,0.0,id114328857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,studen18ggl5g0000kuh1hll1u5t3478,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,3,2015,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625,0.0,0.0,0.0,295886,0.0,0.907368421,0.0,0.972833929,0.973333333,0.0,Iluha666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,studen18ggl5g0000kuh1953krs3pa80,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,79.24,87.52,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185145,0.0,0.0,0.0,0.0,0.0,0.0,mr_Mikhail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,studen18ggl5g0000jillncphcllqb7c,uncass18ggl5g0000j12bnmubhgm7eck,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа профессионального и академического образования,6,2012,5.5,87.36,87.79,10.00.00,10.05.02,Информационная безопасность телекоммуникационных систем,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179814,0.0,0.0,0.0,0.0,0.0,0.0,TatianaFedorova3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5274,studen18hc2jg0000ld718cg7p4rd4gc,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,2,2016,4.0,72.72,72.72,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290691,0.0,0.0,0.0,0.0,0.0,0.0,ufrolova1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538,0.0
841,studen18ggl5g0000ku9n1uqa68i58sc,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,76.1,80.22,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68084,0.0,0.0,0.0,0.0,0.0,0.0,id7920617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,studen18ggl5g0000ku9kvqpf869e6n8,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,3,2015,4.0,54.65,55.62,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213995,0.0,0.0,0.0,0.0,0.0,0.0,kilbdv,0.0,0.0,0.187301587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,studen18hc2jg0000ld5sjgrjmftneog,uncass18ggl5g0000kaio6g0ms7deiag,госбюджетное место,Уральский энергетический,0,2,2016,4.0,75.31,75.31,13.00.00,13.03.03,Энергетическое машиностроение,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287232,0.0,0.0,0.0,0.0,0.0,0.0,Blazlol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,studen18ggl5g0000kuh198edfh532v4,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,4.0,50.3,72.65,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191318,0.0,0.0,0.0,0.0,0.0,0.0,Misha_n10,0.0,0.0,0.0,0.0,0.0,0.0,0.95862069,0.0,0.0,0.8,0.8336230029999999,0.0,0.0,0.0,0.0,0.0
2506,studen18ggl5g0000ku9kspbmtrfr89c,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,70.34,69.71,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96917,0.0,0.0,0.0,0.0,0.0,0.0,alexeiroman2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,studenfs000080000i78qf6stqfvs330,uncass18ggl5g0000kaou4j2kq9b54js,сверхплановое место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,4,2014,5.0,0.0,0.0,11.00.00,11.03.01,Радиотехника,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276428,0.0,0.0,0.0,0.0,0.0,0.0,Extern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027,0.0,0.0
5862,studen18hc2jg0000lcu0riao75rbi84,uncass18ggl5g0000knnf22bnplgvof8,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,2,2016,4.0,55.37,62.26,27.00.00,27.03.03,Системный анализ и управление,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226331,0.0,0.0,0.0,0.0,0.0,0.0,Denis9898,0.0,0.0,0.0,0.0,0.0,0.0,0.842657343,0.0,0.0,0.0,0.773838575,0.0,0.0,0.0,0.0,0.0
3970,studen18ggl5g0000ku9np50u03uoq3g,uncass18ggl5g0000kaqv9oh6kqhp7g8,сверхплановое место,Уральский гуманитарный институт,Лингвистики,3,2015,4.0,66.52,67.48,45.00.00,45.03.02,Лингвистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,56062,0.0,0.0,0.0,0.0,0.0,0.0,romashkaja08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,studen18ggl5g0000k21gulk83h7737c,uncass18ggl5g0000jnbbvuc4p7ibd9k,сверхплановое место,Уральский гуманитарный институт,Психологии,5,2013,5.0,0.0,0.0,37.00.00,37.03.01,Психология,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155449,0.0,0.0,0.0,0.0,0.0,0.0,ellena_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875
2771,studen18ggl5g0000k17pra686oeihi4,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,3,2015,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207495,0.0,0.0,0.0,0.0,0.0,0.0,Binsmile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538,0.0
1902,studen18hc2jg0000ldhdjp4b2qulki4,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,2,2016,4.5,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315295,0.0,0.0,0.0,0.0,0.0,0.0,chechulina_iua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771412,0.0,0.0,0.0,0.0,0.0
855,studen18ggl5g0000ku9n2d7vqpa915k,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,79.0,83.76,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188879,0.0,0.0,0.0,0.0,0.0,0.0,dimadq,0.907407407,0.936507937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2532,studen18ggl5g0000ku9ljdv6pms7a4s,uncass18ggl5g0000knnf22bnplgvof8,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,3,2015,4.0,58.58,61.32,27.00.00,27.03.03,Системный анализ и управление,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030065359,88013,0.0,0.0,0.0,0.0,0.0,0.0,Alhimist,0.0,0.0,0.0,0.0,0.0,0.040816327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,studen18ggl5g0000l12hg3k11flfrfg,uncass18ggl5g0000kaqvkt421bc0dtg,сверхплановое место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,3,2015,3.6,0.0,0.0,38.00.00,38.03.03,Управление персоналом,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275510,0.0,0.0,0.0,0.0,0.0,0.0,PolinaCherenkova_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
4598,studen18hc2jg0000l900q48cahd0d3g,uncass18ggl5g0000l04klaqmhne701o,госбюджетное место,Естественных наук и математики,Школа наук,3,2015,4.0,0.0,0.0,01.00.00,01.06.01,Математика и механика,70,Аспирант,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46972,0.0,0.0,0.0,0.0,0.0,0.0,oberon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,studenfs000080000i6u697qh64nf718,uncass18ggl5g0000kain9utt9lu75bg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.04,Автоматизация технологических процессов и производств,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203454,0.0,0.0,0.0,0.0,0.0,0.0,AlexOvchinnikov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4461,studen18hc2jg0000ldnoknt4d0779l8,uncass18ggl5g0000klr584as2vhg3a8,сверхплановое место,Строительный,0,2,2016,2.0,79.76,79.76,08.00.00,08.04.01,Строительство,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208836,0.0,0.0,0.0,0.0,0.0,0.0,Ganysa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
